Local Authority Name	Electorate	Number of Votes	Yes	No	Rejected Papers 	Estimated population (2013)	Estimated Males (2013)	Estimated Females (2013)	Area (square km)	Population density	Council expenditure per capita (£)	Total Population SAPE 2010	Best-fit Working Age Population	Overall SIMD 2012 Score	Overall SIMD 2012 Rank	Income domain 2012 rate	Number of Income Deprived People 2012	Income domain 2012 rank	Employment domain 2012 rate	Number of Employment Deprived People 2012	Employment domain 2012 rank	Health domain 2012 score	Health domain 2012 rank	Education Skills and Training domain 2012 score	Education Skills and Training domain 2012 rank	Housing domain score	Housing domain rank	Geographic Access domain 2012 score	Geographic Access domain 2012 rank	SIMD Crime 2012 score	SIMD Crime 2012 rank	Working age people with no qualifications	People aged 16-19 not in full time education	Proportion of 17-21 year olds entering higher education 	Pupil Performance on SQA at Stage 4	School Pupil Absences 
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	584	328	17.66499297	3128	12	70	3083	10	35	3499	0.15935166	2771	0.285160885	2505	15.88946459	3239	23.08793516	2296	326	2935	107.56	9	0	218	7.2
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	742	476	5.337380723	5851	5	35	5277	4	15	5970	-0.060156501	3393	-0.84965362	5391	12.38938053	4231	5.71786329	5219	85	5641	68.61	0	15.45	224	5.7
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	1153	750	10.79120966	4541	4	45	5677	5	40	5248	-0.747183712	5189	-0.832610238	5352	11.68981481	4423	76.25687484	141	45	6170	56.56	2	15.96	170	5.7
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	526	303	6.761210325	5486	6	35	4730	4	15	5809	-0.596407306	4838	-0.689481923	5041	4.263565892	6043	23.890177	2210	0	6214	68.59	4	11.11	212	5.4
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	1009	639	9.024684672	4952	4	45	5400	3	20	6115	-0.63350921	4928	-1.265810815	6002	8.254716981	5291	67.18929245	264	72	5803	56.2	2	25.19	184	4.8
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	817	478	15.36691191	3534	8	70	4042	7	35	4480	-0.302479415	4049	-0.46092376	4443	21.19760479	2075	73.0319331	180	63	5940	83.06	6	13.83	228	6.3
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	674	371	6.480433008	5560	7	50	4442	4	10	5990	-0.751864111	5202	-1.09485518	5805	7.412790698	5444	24.77491762	2105	0	5948	47.78	5	26.58	123	4.9
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	812	495	6.288486003	5612	6	45	4982	6	25	4965	-0.800524167	5311	-1.344257414	6089	8.171206226	5303	19.52335775	2736	90	5575	28.68	4	24.24	191	4.8
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	1408	892	12.15919672	4216	5	75	5030	4	40	5600	-0.158330715	3641	-0.74790175	5165	11.38310894	4520	74.38294534	165	45	6169	71.49	8	19.21	176	4.7
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	974	582	11.37777437	4393	5	50	5098	7	40	4569	-0.558577723	4738	-0.582169805	4744	18.81868132	2533	56.70769277	492	66	5894	52.26	7.5	14.07	127	6.5
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	821	432	20.86941854	2628	17	135	2114	15	65	2274	0.5165066	1825	-0.095287007	3429	10.57007126	4735	4.178619462	5546	258	3514	99.23	8	5.88	140	5.9
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	1024	616	14.86588504	3650	4	45	5425	9	55	3783	-0.76239913	5230	-0.523935832	4599	14.34159061	3653	89.70504929	41	0	6382	86.25	3	9.79	179	6
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	1089	716	8.943095313	4968	3	35	5858	7	45	4679	-1.952386318	6474	-1.1758877	5909	3.928571429	6106	64.52357792	319	0	6213	52.12	4	20	158	4.4
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	915	564	9.150508646	4922	8	70	4231	5	30	5280	-0.526283521	4652	0.171670185	2772	12.13808463	4302	10.0213257	4314	139	4915	124.13	5	0	140	5.8
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	818	454	15.61797326	3478	12	100	3065	14	65	2441	-0.103206246	3497	-0.374004889	4200	14.40677966	3634	3.312040683	5741	299	3158	117.58	7	11.21	192	5
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	546	318	16.45075616	3324	17	90	2117	10	35	3591	-0.255840914	3909	-0.062011901	3343	10.21505376	4816	12.83387107	3795	252	3576	98.77	5	5.05	166	6.1
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	1079	620	11.58463983	4354	7	75	4439	6	40	4780	-1.054445602	5771	-0.567547236	4695	11.31105398	4539	62.45715994	361	0	6233	75.28	7	11.51	178	6.1
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	639	375	19.7678572	2781	16	100	2331	12	45	3043	-0.141665754	3607	0.787793764	1313	19.04024768	2491	9.796374901	4363	165	4588	138.52	9	0	213	6.9
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	661	402	11.17754619	4450	6	40	4696	6	20	5022	-0.977580078	5646	-0.575139063	4718	20.36124795	2227	60.97327748	399	0	5922	74.9	0	11.83	237	6
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	1072	629	15.59503208	3483	10	110	3594	7	45	4461	-0.213695354	3772	-0.19403052	3698	19.51530612	2392	56.74722358	491	176	4429	77.32	7	17.07	212	7.8
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	538	296	12.11800373	4230	8	45	4112	8	20	4227	-0.322968079	4119	0.043574387	3081	8.078994614	5318	25.23486711	2058	117	5214	89.51	9	8.49	220	5.1
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	835	455	22.2943776	2396	15	130	2371	14	65	2451	0.13507568	2829	0.940736175	1007	18.34170854	2630	8.596987866	4596	116	5227	139.45	12	0	219	8
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	836	483	20.67872506	2654	17	140	2066	14	70	2395	0.055339392	3059	0.301649937	2455	13.07692308	4042	1.787946753	6106	478	1918	125.59	12	0	233	6.3
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	700	401	24.98116122	2097	17	115	2142	16	65	2100	0.433512083	2042	0.571619832	1831	20.98273572	2114	0.100675171	6494	958	519	99.2	15	0	185	8.3
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	738	442	22.45435588	2378	14	105	2694	15	70	2300	0.466655548	1960	0.647490031	1623	14.47811448	3615	9.358469381	4455	418	2261	132.88	14	0	176	7.5
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	1009	635	16.23539426	3360	7	70	4440	8	50	4247	-0.491368754	4561	-0.255280508	3887	14.14581066	3711	84.26661297	73	155	4708	83.14	7.5	8.33	172	5.9
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	619	353	8.778233802	5004	9	55	3926	8	25	4273	-0.612718123	4877	-0.227261439	3791	10.16666667	4829	1.923150458	6081	0	6406	71.47	3	8.87	228	6.4
Scottish Borders	0	0	0	0	0	0	0	0	0	0	0	1081	641	16.4733474	3318	9	95	3930	10	65	3566	-0.380969441	4266	0.001783408	3174	16.5577342	3078	60.03814023	417	99	5455	88.51	16	8.13	179	6.3
Shetland Islands	18516	15635	5669	9951	15	23200	11772	11428	1467	16	5268	949	577	13.38115048	3962	5	50	5002	5	30	5249	-0.637142071	4934	-0.461452877	4447	9.797657082	4936	88.82026301	49	0	6140	65.88	6	7.96	147	6
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	712	404	11.727932	4321	5	35	5204	4	15	5606	-0.469155546	4502	-1.148650105	5878	14.32835821	3658	83.36103908	85	0	6312	59.35	2	15.07	205	4.3
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	823	509	12.58527439	4125	5	40	5270	8	40	4267	-0.322473769	4116	-0.508235008	4557	7.906295754	5348	65.41819825	301	0	6346	95.12	7	8.82	198	4.6
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	709	447	12.58053925	4127	6	45	4806	6	25	5075	-0.206114573	3753	-0.782420528	5247	9.726443769	4956	70.47001071	218	82	5674	71.66	5	11.9	201	4.7
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	984	650	11.04615421	4480	5	45	5324	4	30	5605	-0.663557396	5001	-0.337253877	4112	11.82466871	4382	69.33873544	239	69	5862	89.83	2	0	168	5.8
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	838	470	6.715609409	5507	2	20	6214	3	15	6282	-0.920166184	5539	-1.015434796	5703	5.254237288	5850	58.23990544	457	0	6228	50.02	3	10.71	169	4.9
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	786	503	13.17099417	4008	9	75	3761	10	50	3595	0.151051308	2793	-0.121129039	3504	18.99179367	2494	7.8843185	4760	117	5206	102.67	9	8.27	211	5.5
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	697	430	21.92072822	2447	16	115	2209	11	50	3189	0.428357385	2057	0.122660386	2890	17.0212766	2955	24.09567948	2181	647	1215	94.59	5	5.66	222	7.8
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	699	435	10.29284319	4670	7	45	4617	6	25	4818	-0.338219531	4160	-0.217811839	3763	11.13956466	4577	27.1345497	1864	160	4651	79.57	10	9.93	231	5.4
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	834	504	14.28454168	3779	7	60	4501	10	50	3486	0.187975857	2700	-0.913794159	5534	8.988764045	5132	41.22923305	954	288	3261	60.45	9	17.39	217	4.7
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	900	547	14.15431787	3807	6	50	4939	7	40	4676	0.130214322	2845	-0.375191317	4207	16.4983165	3097	62.10593986	365	173	4474	76.79	3	9.5	195	5.6
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	539	324	12.14066324	4221	6	35	4643	10	35	3375	0.098387496	2936	-0.176373249	3636	8.600337268	5216	5.951205888	5179	338	2849	97.09	5	15.79	182	5.6
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	618	383	10.31597309	4664	8	45	4286	6	20	5012	0.382568809	2184	-0.487865103	4508	12.5	4197.5	2.756019918	5879	361	2649	80.82	6	15.85	206	5.8
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	579	335	16.28282672	3354	11	60	3420	10	35	3389	0.30910361	2375	-0.042445999	3288	18.32061069	2638	6.401720652	5099	642	1229	106.53	16	6.38	195	5.6
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	804	540	13.15988046	4011	8	65	4172	6	35	4854	0.448454019	1994	-0.285916791	3963	20.58465286	2179	4.827620945	5408	805	784	79.26	10	9.09	177	6.1
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	533	329	18.52464419	2989	9	50	3881	10	35	3420	0.688589764	1433	0.237397706	2618	25.70356473	1509	7.882638205	4761	789	811	107.86	9	6.8	178	7.7
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	683	450	20.39383516	2688	6	40	4770	13	55	2780	0.509945204	1851	0.242027025	2605	12.56756757	4181	42.10210739	914	725	959	122.2	17	7.84	211	6.5
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	717	474	9.188988529	4914	4	30	5519	4	20	5618	-0.755214826	5218	-0.751086823	5174	9.688013136	4966	61.2123224	393	110	5321	74.37	0	11	182	5.5
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	734	473	7.685037274	5253	1	10	6422	3	10	6286	-1.268483234	6085	-0.992886343	5666	11.36738056	4526	71.66479699	200	0	6167	61.31	1.25	13.27	192	4.6
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	687	380	10.38969416	4648	3	20	6013	2	5	6378	-1.37884569	6199	-0.786315763	5257	15.25129983	3415	93.84987301	19	0	6293	95.2	3.125	9.18	177	4.1
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	705	433	14.0131783	3837	7	50	4451	6	25	4999	-1.267217809	6082	-0.618630529	4843	22.3255814	1891	89.70468709	42	0	6267	94.91	5	7.69	195	4.1
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	782	487	12.95279311	4050	6	45	4907	6	30	5010	-0.420991339	4370	-0.485161841	4497	11.77285319	4395	73.92322089	171	85	5624	89.17	1	10.14	184	5.4
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	591	360	13.71052236	3892	5	30	5271	6	20	5098	-0.697712974	5075	-0.542994331	4653	18.42105263	2612	93.26517891	22	0	6394	73.39	2	12.5	177	5.6
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	573	342	8.419922235	5087	5	25	5338	2	10	6336	-1.614070485	6361	-0.191419871	3690	3.780068729	6135	57.45424333	477	0	6486.5	126.64	1	7.87	132	6.5
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	536	297	14.46377391	3738	7	35	4574	5	15	5488	-1.872637902	6456	-0.03739118	3270	9.230769231	5070	96.13199176	13	0	5909	137.9	2	5.81	149	5.8
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	908	600	19.25619213	2872	11	100	3397	9	55	3760	-0.325771597	4124	0.087993187	2987	12.2826087	4261	74.94619998	157	271	3397	90.17	5	5.39	144	7.7
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	977	605	11.13832455	4463	6	55	4984	5	30	5288	-0.55247498	4720	0.086488845	2992	9.677419355	4968	43.9065356	833	183	4349	88.96	4	6.74	156	8.4
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	683	437	16.43885696	3326	8	55	4148	8	35	4314	-0.35681597	4206	-0.293695781	3988	18.94273128	2506	83.6858435	82	0	6486.5	118.71	5	9.4	148	5.5
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	1021	580	17.30181598	3181	7	75	4371	8	45	4230	-0.548978353	4708	-0.182715393	3655	17.78947368	2765	94.72736824	16	80	5694	98.68	4.6875	7.75	207	5.7
Shetland Islands	0	0	0	0	0	0	0	0	0	0	0	799	482	16.08562008	3385	9	70	3878	6	30	4984	-1.195154894	5982	-0.22937929	3796	17.2979798	2885	96.35268944	12	0	6336	81.79	3	9.73	204	6.6
South Ayrshire	94895	81716	34402	47247	67	112850	53792	59058	1222	92	2325	685	388	20.48563178	2673	13	90	2812	13	55	2655	0.035777531	3123	0.268664881	2539	10.03184713	4865	42.67638752	877	75	5775	122.79	6.25	0	152	7.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	856	497	18.15438779	3049	9	75	3961	8	45	3998	-0.46383716	4488	0.090634209	2977	17.06484642	2941	83.36624399	84	142	4862	109.56	7	7.08	186	8.1
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	810	424	21.53733787	2507	14	115	2621	11	45	3338	-0.13070521	3580	-0.148083204	3578	13.94366197	3779.5	80.24530316	114	134	4981	100.03	8	11.63	153	6.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	684	410	19.65169224	2808	12	85	3013	12	50	2872	0.346197709	2278	0.430993614	2152	14.60823373	3580	20.09536265	2665	282	3311	130.78	9	5.07	205	8.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	611	352	42.34865147	794	26	160	855	26	90	706	0.816832423	1144	1.097322926	720	16.15598886	3176	20.90346749	2563	606	1357	150.99	15	0	205	9.1
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	484	280	46.60887718	632	32	155	366	26	75	658	1.083630695	689	0.858684087	1185	16.38095238	3118	9.268975616	4476	678	1108	157.34	12.5	0	181	8.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	544	296	30.83499927	1525	18	95	1918	23	65	1046	1.060622606	728	0.490518783	2027	19.5164076	2391	3.293437358	5747	259	3508	109.27	23	6.45	168	7.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	931	527	25.86652858	1995	17	160	2008	15	80	2285	0.623585754	1584	0.81449031	1265	19.86062718	2326.5	8.381191131	4647	426	2217	149.85	22	0	163	7.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	676	367	39.63922948	938	29	195	574	23	85	952	0.78222404	1228	0.939888562	1010	23.63636364	1727	5.63341939	5234	318	3001	167.4	13	0	156	7.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	603	347	18.6532389	2965	16	95	2279	11	35	3241	0.146027624	2813	-0.227347367	3792	16.31944444	3136	2.066642388	6062	984	486	89.42	8	12.1	177	7.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	787	400	22.4051831	2387	15	115	2549	15	60	2342	0.740401013	1304	0.00742466	3160	17.71356784	2780	1.070498437	6278	795	801	98.77	11	8.78	203	8.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	724	399	24.1630727	2185	17	120	2110	17	70	1867	0.66522216	1488	0.248383143	2592	10.92544987	4630	9.014083275	4524	304	3114	104.55	10	10	191	7.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	612	354	20.85872143	2631	16	95	2326	15	55	2359	0.441297489	2016	0.163704129	2791	15.69230769	3300	2.164137571	6040	415	2279	110.01	13	8.33	191	7.7
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	794	467	24.38228744	2160	17	135	2083	13	60	2629	-0.003659313	3233	0.658952163	1591	18.2464455	2663	40.30084736	989	268	3424	150.51	15	0	199	6.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	913	604	15.57908436	3487	9	85	3827	8	50	4002	-0.288154376	4010	-0.641945087	4925	8.648648649	5203	71.65523819	201	71	5833	65.72	4	12.4	188	5.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	763	455	22.91954456	2318	13	100	2894	16	70	2137	0.220083477	2603	-0.085661655	3403	15.25885559	3409	55.49461615	515	231	3801	106.25	1	0	218	7.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	838	519	15.10482321	3592	8	65	4275	9	45	3787	-0.029208079	3314	-0.292008358	3983	11.41242938	4512	51.89370571	593	183	4354	86.91	9	7.33	194	4.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	880	537	20.11912414	2725	11	100	3318	9	45	3960	0.623333494	1585	0.051547548	3065	15.969163	3219	54.72423473	528	253	3562	104.45	3	5.08	239	6.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	712	438	35.81381764	1169	26	185	886	23	95	1050	0.797936786	1186	0.542727519	1900	17.39674593	2856	15.09995241	3398	449	2070	153.91	15	0	239	6.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	696	459	28.30168206	1736	18	125	1838	19	85	1601	0.842881328	1091	0.554411984	1872	22.77526395	1822	0.540809797	6400	533	1676	141.68	14	0	244	6.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	737	460	19.63693403	2811	15	110	2512	13	60	2634	0.203062128	2653	0.142722534	2849	15.2368758	3419	14.24696245	3547	350	2740	124.81	13	6.85	237	5.9
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	769	442	25.12797902	2079	18	140	1799	16	75	2035	0.60766128	1622	-0.052693191	3319	13.56382979	3906	6.417475724	5094	882	636	102.94	22	7.94	227	5.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	659	375	25.09458991	2085	17	115	2006	19	70	1652	0.645238471	1536	0.35462384	2320	18.54395604	2585	3.912415701	5609	237	3739	144.21	16	5.83	239	6.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	1164	722	13.94616909	3853	9	105	3939	11	75	3362	0.14728169	2805	-0.348922547	4145	9.165687427	5089	22.26316189	2399	159	4661	99.73	10	9.13	206	4.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	700	444	16.47229106	3320	10	70	3538	9	40	3964	0.015573266	3180	-0.195527206	3704	15.95900439	3223	55.90147047	508	73	5802	91.19	4	0	176	6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	934	613	20.45741033	2679	10	95	3543	9	55	3721	0.03662395	3122	-0.267035001	3916	7.40203193	5450	72.4440817	185	850	700	80.67	7	11.03	210	6.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	1224	760	17.72014012	3116	8	105	4051	12	90	3048	0.399817213	2146	-0.708231579	5081	5.555555556	5791.5	49.46026958	648	376	2551	60.76	7	15.38	134	5.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	1356	832	17.63238631	3134	8	110	4131	10	85	3523	0.452197494	1987	-0.401857545	4282	9.693877551	4965	55.39729236	516	273	3383	95.09	3	10.18	146	5.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	626	342	4.913013068	5962	2	10	6379	3	10	6180	-1.220341617	6012	-1.388407636	6138	1.435406699	6445	42.42615303	893	0	6117	35.45	2	21.28	221	4.9
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	868	437	8.23981235	5139	4	40	5359	6	30	4920	-1.15571057	5924	-1.475873393	6226	0.776053215	6484	52.21810768	586	0	6144	34.07	0	18	225	4.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	857	408	5.853447101	5708	3	30	5823	4	15	5927	-0.77321336	5260	-1.383228906	6131	2.33702337	6350	38.54238389	1080	59	5990	30.25	3.125	20.45	172	4.9
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	837	445	3.649619896	6252	3	25	5987	2	5	6430	-0.994477523	5678	-1.495779602	6241	3.249097473	6217.5	20.54172301	2610	232	3793	24.28	3	19.64	259	5.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	683	356	6.890304555	5447	4	30	5496	3	15	6132	-0.49476865	4580	-1.080745287	5787	0.826446281	6479	42.27419977	905	0	6335	38.94	3	12.87	240	4.9
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	784	424	7.463996389	5313	2	15	6243	4	15	5696	-0.479287839	4526	-1.379704479	6128	0.725689405	6489	47.54307819	707	237	3735	34.26	1	24.8	129	5.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	663	351	8.747838688	5014	5	35	5181	4	15	5683	-0.423099205	4382	-0.909677787	5522	5.555555556	5791.5	50.09136429	635	0	6327	48.22	0	15.48	208	6.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	709	444	23.51918057	2256	17	120	2050	13	60	2740	0.526328521	1800	0.585402044	1791	19.47236181	2400	22.31907932	2388	114	5245	137.16	10	0	191	8.7
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	721	345	7.902806636	5211	4	30	5528	6	20	4750	-0.583366054	4803	-1.201023411	5936	1.472556894	6441	34.36875382	1317	168	4532	44.46	0	18.81	212	4.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	625	428	37.71542986	1052	22	135	1336	23	100	1013	0.857244271	1066	1.119898807	684	21.06017192	2098	26.69561102	1904	278	3332	140.99	12	0	199	10.5
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	631	428	33.50012068	1318	23	145	1227	21	90	1282	0.988120359	837	0.677769336	1554	22.05438066	1938	9.292858376	4470	308	3084	134.87	14	0	218	8.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	838	514	9.131984398	4928	3	20	6102	6	35	4733	-0.137408478	3596	-0.622237737	4860	4.701834862	5961	38.87185255	1055	111	5302	62.49	4	8.19	258	5.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	952	460	7.791927644	5230	4	40	5547	6	30	4862	-0.528741047	4662	-1.096544032	5807	1.680672269	6421	34.48516035	1312	132	5015	60.47	0	22.83	127	5.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	774	488	27.89494306	1781	19	145	1724	19	95	1522	0.715162062	1366	0.483511704	2047	20.46035806	2205	11.48477486	4039	198	4151	133.27	7.5	0	180	7.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	822	437	4.142770777	6145	3	30	5815	3	15	6233	-0.770642249	5252	-1.624903117	6314	1.278772379	6459	20.11381735	2661	216	3944	32.68	2	29.84	211	4.9
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	520	294	7.261106458	5365	5	25	5247	8	25	4212	-0.662258709	4997	-0.933603361	5561	2.348993289	6348	18.88846156	2812	0	6001	55.72	7	19.75	188	6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	491	288	30.51006577	1561	19	90	1785	16	50	2095	1.010910435	797	0.425681357	2162	13.99631676	3757	40.66644767	973	450	2066	92.03	12.5	6.9	209	7.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	904	500	29.06089454	1678	18	160	1923	23	115	1051	0.706186623	1392	-0.050500134	3309	12.9778672	4067	17.22131679	3060	482	1902	102.79	16	5.26	181	6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	570	354	13.51422195	3938	11	65	3334	9	30	3795	-0.05157039	3370	0.010912013	3154	10.9947644	4616	14.59506301	3485	0	6059	106.74	10	6.19	195	6.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	710	425	6.796129115	5473	6	45	4809	5	20	5260	-0.352921612	4196	-0.728529506	5129	2.916666667	6276	11.78156336	3982	156	4698	54.54	6	18.45	196	6.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	759	435	15.64207182	3472	11	85	3233	9	40	3896	0.351033651	2268	0.1673847	2781	10.66499373	4707	14.23557278	3550	227	3841	115.05	9	6.87	168	8.2
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	701	474	6.645579182	5524	3	25	5809	4	20	5619	-0.750059575	5196	-0.753390842	5181	2.72851296	6309	34.97760865	1284	130	5036	66.96	2	14.18	224	5.9
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	773	427	5.240427158	5879	5	40	5123	4	15	5712	-0.345270751	4175	-1.736691394	6377	3.754693367	6145	14.16085002	3569	92	5549	34.32	1.25	31.52	222	4.3
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	677	410	20.71438435	2644	17	115	2090	13	50	2828	0.121275598	2874	0.536271126	1916	15.61181435	3325	14.19968606	3560	155	4711	105.54	9	0	219	8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	802	478	19.46876034	2840	13	105	2896	12	60	2894	0.311720289	2371	0.2496906	2583	14.23444976	3686.5	21.05401468	2547	357	2693	129.96	8	0	163	6.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	667	419	6.386959054	5585	3	20	5983	5	20	5336	-0.76795813	5245	-0.859889639	5408	2.8	6295	34.13979489	1340	76	5756	53.81	6	13.21	173	4.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	772	468	12.86803554	4064	11	85	3375	10	45	3634	0.046502494	3089	-0.289749194	3977	7.412060302	5445	7.63414392	4812	173	4476	76.82	8	11.92	171	6.4
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	843	436	8.573031749	5054	7	65	4330	5	20	5327	0.044663875	3094	-0.962831927	5609	5.220883534	5856	12.49743595	3859	292	3224	31.2	8	19.1	192	5.8
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	928	547	20.43549841	2683	14	135	2619	13	70	2804	0.43076008	2051	0.323382089	2410	14.96881497	3486.5	21.22334384	2529	175	4451	129.95	9	0	179	7.4
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	869	559	11.94536989	4268	6	55	4747	6	35	5101	-0.431060828	4407	-0.440568378	4385	9.801488834	4934	59.3145719	435	205	4068	82.99	5	18.4	105	6.4
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	673	240	7.72537449	5244	7	50	4343	4	10	5901	-0.322752653	4117	-1.04951289	5749	3.605313093	6163	21.71179698	2459	261	3485	32.37	2	20.99	161	5.6
South Ayrshire	0	0	0	0	0	0	0	0	0	0	0	738	392	21.74395098	2478	15	115	2372	15	60	2389	0.688756453	1432	0.09248008	2974	6.864064603	5545	10.03560023	4311	346	2771	78.85	18	7.19	137	7
